
--- Page 1 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: Book                           | x: N/A | y: 46.940000000000055
Text: For                            | x: N/A | y: 46.940000000000055
Text: 2024                           | x: N/A | y: 46.940000000000055
Text: Spring                         | x: N/A | y: 46.940000000000055
Text: Run                            | x: N/A | y: 48.55200000000002
Text: Date:                          | x: N/A | y: 48.55200000000002
Text: 1                              | x: N/A | y: 48.55200000000002
Text: 1/13/2023                      | x: N/A | y: 48.55200000000002
Text: Run                            | x: N/A | y: 58.05200000000002
Text: Time:                          | x: N/A | y: 58.05200000000002
Text: 1                              | x: N/A | y: 58.05200000000002
Text: 2:20:13                        | x: N/A | y: 58.05200000000002
Text: College                        | x: N/A | y: 75.44000000000005
Text: of                             | x: N/A | y: 75.44000000000005
Text: Arts                           | x: N/A | y: 75.44000000000005
Text: &                              | x: N/A | y: 75.44000000000005
Text: Sciences                       | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Music                          | x: N/A | y: 75.44000000000005
Text: -                              | x: N/A | y: 75.44000000000005
Text: Subject:                       | x: N/A | y: 75.44000000000005
Text: MUSIC                          | x: N/A | y: 75.44000000000005
Text: __S_u_b_j_e_c_t____C_a_t_a_l_o_g_ | x: N/A | y: 105.55200000000002
Text: _N_b_r___S_e_c_t_i_o_n___C_l_a_s_s_ | x: N/A | y: 105.55200000000002
Text: _N_b_r____C_o_u_r_s_e_         | x: N/A | y: 105.55200000000002
Text: _T_i_t_l_e___________________C_o_m_p_o_n_e_n_t______________________U_n_i_t_s________T_o_p_i_c_s_________________________________ | x: N/A | y: 105.55200000000002
Text: MUSC                           | x: N/A | y: 115.05200000000002
Text: 110                            | x: N/A | y: 115.05200000000002
Text: 002                            | x: N/A | y: 115.05200000000002
Text: 4508                           | x: N/A | y: 115.05200000000002
Text: GROUP                          | x: N/A | y: 115.05200000000002
Text: LESSONS                        | x: N/A | y: 115.05200000000002
Text: IN                             | x: N/A | y: 115.05200000000002
Text: PIANO                          | x: N/A | y: 115.05200000000002
Text: Lecture                        | x: N/A | y: 115.05200000000002
Text: 1                              | x: N/A | y: 115.05200000000002
Text: A                              | x: N/A | y: 115.05200000000002
Text: (In                            | x: N/A | y: 124.55200000000002
Text: Person                         | x: N/A | y: 124.55200000000002
Text: On                             | x: N/A | y: 124.55200000000002
Text: Campus                         | x: N/A | y: 124.55200000000002
Text: Learners)                      | x: N/A | y: 124.55200000000002
Text: Bldg:                          | x: N/A | y: 134.05200000000002
Text: TBA                            | x: N/A | y: 134.05200000000002
Text: Room:                          | x: N/A | y: 134.05200000000002
Text: TBA                            | x: N/A | y: 134.05200000000002
Text: Days:                          | x: N/A | y: 134.05200000000002
Text: MF                             | x: N/A | y: 134.05200000000002
Text: Time:                          | x: N/A | y: 134.05200000000002
Text: 10:10                          | x: N/A | y: 134.05200000000002
Text: -                              | x: N/A | y: 134.05200000000002
Text: 11:00                          | x: N/A | y: 134.05200000000002
Text: Classical                      | x: N/A | y: 134.05200000000002
Text: Piano                          | x: N/A | y: 134.05200000000002
Text: INST                           | x: N/A | y: 143.55200000000002
Text: 100                            | x: N/A | y: 143.55200000000002
Text: Instructor:                    | x: N/A | y: 143.55200000000002
Text: Radtke,Heidi                   | x: N/A | y: 143.55200000000002
Text: Johanna                        | x: N/A | y: 143.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Enrl                           | x: N/A | y: 162.55200000000002
Text: Cap:12                         | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Enrl                           | x: N/A | y: 162.55200000000002
Text: Tot:13                         | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Wait                           | x: N/A | y: 162.55200000000002
Text: Cap:999                        | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Wait                           | x: N/A | y: 162.55200000000002
Text: Tot:0                          | x: N/A | y: 162.55200000000002
Text: Class                          | x: N/A | y: 162.55200000000002
Text: Min                            | x: N/A | y: 162.55200000000002
Text: Enrl:0                         | x: N/A | y: 162.55200000000002
Text: GR1                            | x: N/A | y: 181.55200000000002
Text: Applied                        | x: N/A | y: 200.55200000000002
Text: fee                            | x: N/A | y: 200.55200000000002
Text: Group                          | x: N/A | y: 200.55200000000002
Text: Lesson                         | x: N/A | y: 200.55200000000002
Text: $425.                          | x: N/A | y: 200.55200000000002
Text: Beginning                      | x: N/A | y: 200.55200000000002
Text: Lessons.                       | x: N/A | y: 200.55200000000002
Text: ________________________________________________ | x: N/A | y: 210.05200000000002
Text: ____________________________________________________________________________________________________________ | x: N/A | y: 210.05200000000002
Text: MUSC                           | x: N/A | y: 219.55200000000002
Text: 111                            | x: N/A | y: 219.55200000000002
Text: 001                            | x: N/A | y: 219.55200000000002
Text: 2011                           | x: N/A | y: 219.55200000000002
Text: GROUPS                         | x: N/A | y: 219.55200000000002
Text: LESSONS                        | x: N/A | y: 219.55200000000002
Text: IN                             | x: N/A | y: 219.55200000000002
Text: VOICE                          | x: N/A | y: 219.55200000000002
Text: Lecture                        | x: N/A | y: 219.55200000000002
Text: 1                              | x: N/A | y: 219.55200000000002
Text: A                              | x: N/A | y: 219.55200000000002
Text: (In                            | x: N/A | y: 229.05200000000002
Text: Person                         | x: N/A | y: 229.05200000000002
Text: On                             | x: N/A | y: 229.05200000000002
Text: Campus                         | x: N/A | y: 229.05200000000002
Text: Learners)                      | x: N/A | y: 229.05200000000002
Text: Bldg:                          | x: N/A | y: 238.55200000000002
